function,address,source_file,category,context,tags,attributes
FUN_00003a64,0x3a64,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`if ((*(char *)(iVar3 + 0x50) != '\\0') && (iVar4 = 0, *(char *)(iVar3 + 0x36) == '\\0')) {`"", ""Line"": ""69""}"
FUN_00003a64,0x3a64,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_00003a64,0x3a64,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_00003af0,0x3af0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_00003b00,0x00003b00,exports/mapping_PSX.EXE.md,mapping,Mapping for PSX.EXE / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""360""}"
FUN_00003b00,0x3b00,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_00003b7c,0x00003b7c,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001ef54,,"{""degree"": ""2"", ""in"": ""0"", ""out"": ""2"", ""size"": ""372""}"
FUN_00003b90,0x3b90,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_00003b90,0x3b90,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_00003be8,0x3be8,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_00003cd0,0x3cd0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00003cf0,0x00003cf0,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001ef54,,"{""degree"": ""3"", ""in"": ""0"", ""out"": ""3"", ""size"": ""4716""}"
FUN_00003cf0,0x3cf0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""6""}"
FUN_00003dc0,0x00003dc0,exports/mapping_MNU.BIN.md,mapping,Mapping for MNU.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""1384""}"
FUN_00003e54,0x00003e54,exports/mapping_PSX.EXE.md,mapping,Mapping for PSX.EXE / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""632""}"
FUN_00003f60,0x3f60,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`func_0x000c9b8c(iVar2 + *(int *)(iVar2 + 0x50));`"", ""Line"": ""28""}"
FUN_00003f60,0x3f60,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00003f60,0x3f60,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_00004080,0x4080,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_000040cc,0x000040cc,exports/mapping_PSX.EXE.md,mapping,Mapping for PSX.EXE / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""212""}"
FUN_00004168,0x4168,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_000041a0,0x000041a0,exports/mapping_PSX.EXE.md,mapping,Mapping for PSX.EXE / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""488""}"
FUN_00004298,0x4298,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_000042f8,0x000042f8,exports/mapping_ROT.BIN.md,mapping,Mapping for ROT.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""540""}"
FUN_000042f8,0x42f8,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_000042f8,0x42f8,exports/vertical_flag_set_clear_patterns.md,vertical,Flag set/clear pattern analysis (+0x24 / +0x8c) / Detailed Writes,,"{""Class"": ""other"", ""Line"": ""71"", ""Offset"": ""0x24"", ""ValueExpr"": ""`*(undefined2 *)(_DAT_800cedb0 + 0x26)`""}"
FUN_000042f8,0x42f8,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""write"", ""Line"": ""71"", ""Source"": ""`*(undefined2 *)(param_1 + 0x24) = *(undefined2 *)(_DAT_800cedb0 + 0x26);`""}"
FUN_00004328,0x00004328,exports/mapping_MNU.BIN.md,mapping,Mapping for MNU.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""4168""}"
FUN_00004328,0x4328,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`func_0x000cce8c(0x2b,0,iVar22 + 200U & 0xffff,iVar7 + 0x54U & 0xffff,0x808080,0,0,0);`"", ""Line"": ""313""}"
FUN_00004328,0x4328,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_00004328,0x4328,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_00004388,0x00004388,exports/mapping_PSX.EXE.md,mapping,Mapping for PSX.EXE / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""88""}"
FUN_0000444c,0x444c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""5""}"
FUN_00004488,0x00004488,exports/mapping_PSX.EXE.md,mapping,Mapping for PSX.EXE / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""200""}"
FUN_00004488,0x4488,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0000451c,0x0000451c,exports/mapping_ROT.BIN.md,mapping,Mapping for ROT.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""600""}"
FUN_000046bc,0x46bc,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""8""}"
FUN_000048c8,0x000048c8,exports/mapping_ROT.BIN.md,mapping,Mapping for ROT.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""424""}"
FUN_000048c8,0x48c8,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_00004a70,0x00004a70,exports/mapping_ROT.BIN.md,mapping,Mapping for ROT.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""604""}"
FUN_00004a70,0x4a70,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00004ccc,0x4ccc,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_00004d74,0x00004d74,exports/mapping_SYS.BIN.md,mapping,Mapping for SYS.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""464""}"
FUN_00004f54,0x4f54,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_00004fcc,0x4fcc,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""write"", ""Code"": ""`*(undefined2 **)(param_1 + 0x4c) = param_2;`"", ""Line"": ""13""}"
FUN_00004fcc,0x4fcc,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00004fcc,0x4fcc,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""2"", ""Families"": ""toggles""}"
FUN_000053dc,0x000053dc,exports/mapping_ROT.BIN.md,mapping,Mapping for ROT.BIN / Seed neighborhoods (2 hops) / FUN_000053dc,"physics, gpu","{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""156""}"
FUN_000053dc,0x53dc,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_00005448,0x00005448,exports/mapping_MNU.BIN.md,mapping,Mapping for MNU.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""688""}"
FUN_0000552c,0x0000552c,exports/mapping_LEGGIT.EXE.md,mapping,Mapping for LEGGIT.EXE / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""1320""}"
FUN_000055e8,0x000055e8,exports/mapping_SYS.BIN.md,mapping,Mapping for SYS.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""600""}"
FUN_000056dc,0x56dc,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`*(short *)(*(int *)(param_1 + 0x4c) + 2),(undefined2)local_10[0]) &`"", ""Line"": ""11""}"
FUN_000056f8,0x000056f8,exports/mapping_MNU.BIN.md,mapping,Mapping for MNU.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""604""}"
FUN_00005710,0x5710,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_000057cc,0x000057cc,exports/mapping_ROT.BIN.md,mapping,Mapping for ROT.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""480""}"
FUN_000057cc,0x57cc,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(*(ushort **)(param_1 + 0x4c))[1],(undefined2)local_30) & 0xfffffff;`"", ""Line"": ""26""}"
FUN_000057cc,0x57cc,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_000057cc,0x57cc,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""2"", ""Families"": ""toggles""}"
FUN_000058b8,0x000058b8,exports/mapping_SYS.BIN.md,mapping,Mapping for SYS.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""336""}"
FUN_00005954,0x00005954,exports/mapping_MNU.BIN.md,mapping,Mapping for MNU.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""3924""}"
FUN_00005954,0x5954,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`func_0x000cce8c(0xfe,1,*psVar21 + -0x38,*(short *)(iVar9 + -0x7ff2e9ca) + 0x50,0x808080,0,0,`"", ""Line"": ""405""}"
FUN_00005954,0x5954,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_00005954,0x5954,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_000059f4,0x59f4,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`iVar3 = iVar3 + 0x54;`"", ""Line"": ""19""}"
FUN_000059f4,0x59f4,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_00005b24,0x5b24,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_00005b2c,0x5b2c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00005c20,0x5c20,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00005c9c,0x00005c9c,exports/mapping_SYS.BIN.md,mapping,Mapping for SYS.BIN / Top hubs (degree-ranked),"physics, gpu","{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""1764""}"
FUN_00005c9c,0x5c9c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00005ca0,0x5ca0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00005d14,0x5d14,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_00005db0,0x5db0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00005de4,0x5de4,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`puVar1 = *(undefined4 **)(param_1 + 0x50);`"", ""Line"": ""7""}"
FUN_00005de4,0x5de4,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_00005e14,0x5e14,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`uVar1 = func_0x0006ea78(*(undefined4 *)(*(int *)(param_2 + 8) + 0x54),1);`"", ""Line"": ""7""}"
FUN_00005e14,0x5e14,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00005e14,0x5e14,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_00005e50,0x5e50,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`uVar1 = func_0x0006c768(*(undefined4 *)(*(int *)(param_2 + 8) + 0x54),local_40);`"", ""Line"": ""15""}"
FUN_00005e50,0x5e50,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00005e50,0x5e50,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_00005e70,0x00005e70,exports/mapping_ROT.BIN.md,mapping,Mapping for ROT.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""616""}"
FUN_00005e70,0x5e70,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""write"", ""Code"": ""`*(int *)(param_1 + 0x4c) = param_2;`"", ""Line"": ""27""}"
FUN_00005e70,0x5e70,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00005e70,0x5e70,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""2"", ""Families"": ""toggles""}"
FUN_00005f78,0x5f78,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00005f84,0x5f84,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_00005f84,0x5f84,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""step_scale""}"
FUN_00006050,0x00006050,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001ef54,,"{""degree"": ""3"", ""in"": ""0"", ""out"": ""3"", ""size"": ""464""}"
FUN_0000606c,0x606c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_000060fc,0x60fc,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_00006170,0x6170,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_000061c0,0x61c0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_00006240,0x6240,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`func_0x000c994c(param_1,*(undefined4 *)(*(int *)(*(int *)(param_2 + 8) + 0x318) + 0x54));`"", ""Line"": ""5""}"
FUN_00006240,0x6240,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_00006274,0x6274,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_000063c4,0x63c4,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`psVar1 = *(short **)(param_1 + 0x4c);`"", ""Line"": ""17""}"
FUN_000063c4,0x63c4,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_000063c4,0x63c4,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""2"", ""Families"": ""toggles""}"
FUN_00006428,0x6428,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00006464,0x6464,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""4""}"
FUN_00006508,0x6508,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000652c,0x0000652c,exports/mapping_ROT.BIN.md,mapping,Mapping for ROT.BIN / Seed neighborhoods (2 hops) / FUN_0000652c,"physics, gpu","{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""396""}"
FUN_0000652c,0x652c,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`uVar1 = *(ushort *)(*(int *)(param_1 + 0x4c) + 0x24);`"", ""Line"": ""51""}"
FUN_00006570,0x00006570,exports/mapping_SYS.BIN.md,mapping,Mapping for SYS.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""460""}"
FUN_000065c8,0x65c8,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_000066b0,0x000066b0,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001ef54,,"{""degree"": ""1"", ""in"": ""0"", ""out"": ""1"", ""size"": ""384""}"
FUN_00006730,0x6730,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000673c,0x0000673c,exports/mapping_SYS.BIN.md,mapping,Mapping for SYS.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""392""}"
FUN_0000673c,0x673c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00006778,0x00006778,exports/mapping_LEGGIT.EXE.md,mapping,Mapping for LEGGIT.EXE / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""708""}"
FUN_00006800,0x6800,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00006860,0x00006860,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Seed neighborhoods (2 hops) / FUN_00006860,"physics, gpu","{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""152""}"
FUN_00006860,0x6860,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_00006958,0x00006958,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Seed neighborhoods (2 hops) / FUN_00006958,"physics, gpu","{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""152""}"
