symbol,canonical_address_hex,observations,distinct_addresses,category_list,map_file_count,example_map_file
DEL_subdivide_ft3_asm,0x80010E74,4,1,graphics,4,assets/psyq_sdk/psyq/addons/scee/subdiv/main.map
DEL_subdivide_ft4_asm,0x80010A4C,4,1,graphics,4,assets/psyq_sdk/psyq/addons/scee/subdiv/main.map
DEL_subdivide_gt3_asm,0x800104E0,4,1,graphics,4,assets/psyq_sdk/psyq/addons/scee/subdiv/main.map
DEL_subdivide_gt4_asm,0x80010000,4,1,graphics,4,assets/psyq_sdk/psyq/addons/scee/subdiv/main.map
DIR_FILE,0x80013DCC,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
DISABLEPAD,0x80082FBC,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DISPLAYFLAME,0x8001069C,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/flame/main.map
DISPLAYINFO,0x80081884,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DISPLAY_CLEAR,0x800124D4,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
DMACALLBACK,0x80010F64,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
DMACallback,0x80017390,4,19,audio;cdrom;graphics;module;ui,42,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
DMAInit,0x800114BC,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
DODOLBYSS,0x8008B908,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DOEEFFECTS,0x80089B6C,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DOPAN,0x8008AA78,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DOS3MRETRIG,0x8008A50C,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DOTONESLIDE,0x8008A764,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DOTREMOLO,0x8008A900,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DOVIBRATO,0x8008A7D4,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DOVOL,0x8008AACC,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DOVOLSLIDE,0x8008A3D4,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DOXMPANSLIDE,0x8008A46C,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DO_THE_BAR,0x8001EDD4,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
DRAWBAR,0x80081794,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DRAWOTAG,0x80013190,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
DRAWOTAG2,0x80087554,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DRAWOTAGENV,0x800132C8,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
DRAWPRIM,0x80013130,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
DRAWSYNC,0x80012C2C,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
DRAWSYNCCALLBACK,0x80012B34,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
DRAW_BACKDROP,0x8001C050,2,2,audio,4,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
DRAW_ICONS,0x80014E50,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
DRAW_MARVIN,0x80018994,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
DRAW_OPTIONS,0x80019E64,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
DRAW_SAVE_SCREEN,0x800218D4,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
DSTACK,0x801A59C8,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DS_active,0x80127FCC,4,5,audio;cdrom;graphics;module;ui,12,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
DUMPCLUT,0x80012094,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
DUMPDISPENV,0x800126E4,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
DUMPDRAWENV,0x80012564,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
DUMPTPAGE,0x80011FC4,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
DVL,0x8009E538,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DVR,0x8009E544,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
DWorld,0x801A0E58,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
DWorld2,0x801A1EE8,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
DecDCTBufSize,0x80012FA8,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DecDCTGetEnv,0x80012E80,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DecDCTPutEnv,0x80012F0C,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DecDCTReset,0x80012E48,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DecDCTin,0x80012FB4,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DecDCTinCallback,0x800130C8,2,6,audio;cdrom;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DecDCTinSync,0x80013050,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DecDCTout,0x80013030,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DecDCToutCallback,0x800130EC,2,6,audio;cdrom;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DecDCToutSync,0x8001308C,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DecDCTvlc,0x800135DC,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DecDCTvlcSize,0x800135AC,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DeliverEvent,0x801218F4,4,14,audio;cdrom;graphics;module;ui,30,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DemoApps,0x80013D94,2,2,unknown,4,assets/psyq_sdk/psyq/opm/launcher/launch.map
DisableEvent,0x8001910C,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
DisablePAD,0x80120438,4,8,audio;cdrom;graphics;module;ui,18,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
DoLogo,0x80010A80,2,2,unknown,4,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
DpqColor,0x801160B8,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
DpqColor3,0x80111DE0,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/tuto1.map
DpqColorLight,0x80111DB8,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/tuto1.map
DrawOTag,0x80014840,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
DrawOTag2,0x801071F0,4,6,audio;cdrom;graphics,14,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
DrawOTagEnv,0x80014978,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
DrawPrim,0x800147E0,4,16,audio;cdrom;graphics;module;ui,36,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
DrawSync,0x800142DC,4,16,audio;cdrom;graphics;module;ui,36,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
DrawSyncCallback,0x800141E4,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
DsDataCallback,0x800204F4,2,2,audio;cdrom;module;ui,4,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
DsReadyCallback,0x800204CC,2,2,audio;cdrom;module;ui,4,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
DsStartCallback,0x800204E0,2,1,audio;cdrom,2,assets/psyq_sdk/psyq/psx/sample/sound/stream/tuto2.map
DsSyncCallback,0x800204B8,2,2,audio;cdrom;module;ui,4,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
DumpClut,0x80013744,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
DumpDispEnv,0x80013D94,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
DumpDrawEnv,0x80013C14,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
DumpTPage,0x80013674,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
EGGY,0x8001412C,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
ELAPSED_TIME,0x800A21FC,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
ENABLEEVENT,0x80027C3C,2,3,audio;io,6,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
ENABLEPAD,0x80082FA8,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
ENTERCRITICALSECTION,0x80011A5C,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
ERASE,0x80027D0C,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
ERROR_MAIN_GRAPHIC,0x8002234C,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
EV0,0x8004DF68,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
EV1,0x8004DF6C,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
EV10,0x8004DF78,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
EV11,0x8004DF7C,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
EV12,0x8004DF80,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
EV13,0x8004DF84,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
EV2,0x8004DF70,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
EV3,0x8004DF74,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
EXIT,0x80038064,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
EXITCRITICALSECTION,0x80011A6C,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
EnableEvent,0x80018490,2,8,audio;cdrom;graphics;module;ui,16,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
EnablePAD,0x80120424,4,8,audio;cdrom;graphics;module;ui,18,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
EnterCriticalSection,0x8001703C,4,19,audio;cdrom;graphics;module;ui,42,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
Exec,0x8001140C,2,4,unknown,8,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
ExecMode,0x800152B0,2,2,unknown,4,assets/psyq_sdk/psyq/opm/launcher/launch.map
ExitCriticalSection,0x8001704C,4,19,audio;cdrom;graphics;module;ui,42,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
FADE,0x800158F8,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
FADE_OUT_FIRST_MENU,0x80012DF8,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
FADE_OUT_MENU,0x80024970,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
FADE_UP,0x8001C170,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
FB,0x8009E4F8,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
FEEDBACK,0x80095FD0,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
FILEDATA,0x80038A0C,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
FILE_MENU,0x8008BC0C,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
FILL_BUFFER,0x8008C8C8,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
FIRSTFILE,0x80027CEC,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
FLAMEB,0x8002C018,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/flame/main.map
FLAMEG,0x8002C518,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/flame/main.map
FLAMEMAP,0x80021D38,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/flame/main.map
FLAMER,0x8002CA18,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/flame/main.map
FLASHER,0x800157E4,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
FLUSHCACHE,0x80011C0C,2,4,audio;graphics;io,8,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
FNTFLUSH,0x8001A0D8,2,4,audio;io,8,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
FNTLOAD,0x80019D7C,2,4,audio;io,8,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
FNTOPEN,0x80019E20,2,4,audio;io,8,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
FNTPRINT,0x8001A3FC,2,4,audio;io,8,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
FONT,0x8001F1D0,2,4,audio;io,8,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
FORMAT,0x80027CDC,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
FORMAT_CARD,0x80015964,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
FORMAT_CONFIRM,0x8001FF7C,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
FORMAT_MENU,0x8008BDE4,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
FORMAT_ROUTINE,0x80013EB0,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
FRAME,0x800167D0,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/flame/main.map
FREE,0x800885B8,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
FastG3L,0x80102CD8,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
FastG3L2,0x80103540,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
FastG3L2L3,0x801033F4,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
FirstTime,0x800152BC,2,2,unknown,4,assets/psyq_sdk/psyq/opm/launcher/launch.map
FlushCache,0x8001702C,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
FntFlush,0x80012E90,4,10,audio;cdrom;graphics;module;ui,22,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
FntLoad,0x80012B34,4,10,audio;cdrom;graphics;module;ui,22,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
FntOpen,0x80012BD8,4,10,audio;cdrom;graphics;module;ui,22,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
FntPrint,0x800131B4,4,10,audio;cdrom;graphics;module;ui,22,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
Font,0x80018ADC,4,10,audio;cdrom;graphics;module;ui,22,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
GAME_BUFF,0x80079CC0,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
GAME_SPRT_X,0x80039810,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
GAME_SPRT_Y,0x80039838,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
GENV,0x80090950,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
GETCLUT,0x80011FAC,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GETDISPENV,0x8001388C,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GETDRAWENV,0x800133A4,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GETFREESONGID,0x8008CFDC,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
GETFREQ2,0x8008BDE8,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
GETGRAPHDEBUG,0x80012B24,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GETGRAPHTYPE,0x80012B14,2,4,graphics;io,8,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GETINTRMASK,0x80011068,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GETLOGPERIOD,0x8008865C,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
GETLONG,0x80088CD8,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
GETODE,0x800138C4,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GETPERIOD,0x80088728,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
GETRCNT,0x80031650,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GETSWORD,0x80088CBC,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
GETTPAGE,0x80011EE4,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GETVIDEOMODE,0x800119FC,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GETWORD,0x80088CA8,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
GET_INTER_POINT_INT,0x800224F4,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
GEnv,0x80122DC0,4,6,audio;cdrom;graphics,14,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
GPOWER_LINE,0x8001C548,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
GPU_CW,0x800154DC,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GPU_PRINTF,0x800166AC,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GPU_clearque,0x80013418,2,2,unknown,4,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
GPU_cw,0x80016B8C,4,17,audio;cdrom;graphics;module;ui,38,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
GPU_printf,0x800196B0,4,17,audio;cdrom;graphics;module;ui,38,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
GROW_BAR,0x80021B54,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
GSCLIP3FAR,0x80024718,2,3,io,6,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GSCLIP3NEAR,0x80024768,2,3,io,6,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GSGETTIMINFO,0x8001DF48,2,4,audio;io,8,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GSIDMATRIX,0x80024740,2,3,io,6,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GSIDMATRIX2,0x80024770,2,3,io,6,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GSLIGHTWSMATRIX,0x800246F8,2,3,io,6,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GSLIGHT_MODE,0x80025F90,2,3,io,6,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
GVAB,0x8004DF88,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
G_link,0x80121B18,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
G_obj,0x801A5A90,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
GetClut,0x8001365C,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
GetDispEnv,0x80014F3C,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
GetDrawEnv,0x80014A54,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
GetGraphDebug,0x800141D4,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
GetGraphType,0x800141C4,4,11,audio;cdrom;graphics;module;ui,24,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
GetIntrMask,0x80017494,4,18,audio;cdrom;graphics;module;ui,40,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
GetODE,0x80014F74,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
GetRCnt,0x8001AC78,2,4,cdrom;graphics;module;ui,8,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GetTPage,0x80013594,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
GetTmdVertex,0x80102C70,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
GetVideoMode,0x80017E68,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
GlobalCallback,0x80064B88,2,2,audio;cdrom;module;ui,4,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
GoProg,0x800106AC,2,4,unknown,8,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
GpuPacketArea,0x80066B88,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GraphCBSync,0x80014ED0,2,2,unknown,4,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
GraphDebug,0x80014EC4,2,2,unknown,4,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
GraphRev,0x80014ECC,2,2,unknown,4,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
GraphType,0x80014EC8,2,2,unknown,4,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
GsADIVH,0x80122F96,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsADIVW,0x80122F94,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsADIVZ,0x80122F90,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsBACKC,0x8012BB28,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsCLIP3far,0x801A40C0,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsCLIP3near,0x801A5A4C,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsClearOt,0x80109194,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsDISPENV,0x801A3FF0,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsDISPON,0x801A3768,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsDRAWENV,0x801A3F90,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsDefDispBuff,0x80108944,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsDrawOt,0x80109164,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsFCALL4,0x801A0F70,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
GsGetActiveBuff,0x80108334,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsGetLs,0x80109D34,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsGetLw,0x80109A74,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsGetTimInfo,0x80109244,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsIDMATRIX,0x801A4068,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsIDMATRIX2,0x801A40C8,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsInit3D,0x801089E4,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsInitCoord2param,0x801085F4,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsInitCoordinate2,0x80108584,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsInitGraph,0x80107DE4,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsInitGraph2,0x80107F74,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsLIGHTWSMATRIX,0x801A3F70,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsLIGHT_MODE,0x801A5A48,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsLIGNR,0x801A0E50,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsLIOFF,0x8012BB48,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsLMODE,0x8012BB4C,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsLSMATRIX,0x80062568,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsLinkObject4,0x8010A004,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
